source,unit,location_name,location_type,variable_name,variable_desc,collected_on,value,medium
CO School of Mines,,RIVIERA,station,TRISIG,Plecoptera Chloroperlidae Triznaka,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PARALEU,Plecoptera Leuctridae Paraleuctra,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,LEUCSP,Plecoptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PERLOD,Plecoptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,EUCAPN,Plecoptera Capniidae Eucapnopsis,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,MEGSIG,Plecoptera Perlodidae Megarcys,2011-11-15 07:00:00,0.2,water
CO School of Mines,,RIVIERA,station,DIUKNO,Plecoptera Perlodidae Diura,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DODSII,Plecoptera Taeniopterygidae Doddsia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,UTACAP,Plecoptera Capniidae Utacapnia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,BRACHY,Trichoptera Brachycentridae Brachycentrus,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,MICRAS,Trichoptera Brachycentridae Micrasema,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ARCGRA,Trichoptera Hydropsychidae Arctopsyche,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HYDROPS,Trichoptera Hydropsychidae Hydropsyche,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,LEPIDO,Trichoptera Lepidostomatidae Lepidostoma,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,GLOSSO,Trichoptera,2011-11-15 07:00:00,0.4,water
CO School of Mines,,RIVIERA,station,RHYACOP,Trichoptera Rhyacophilidae Rhyacophila,2011-11-15 07:00:00,1.8,water
CO School of Mines,,RIVIERA,station,ALLOYM,Trichoptera Apataniidae Allomyia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,NEOTRH,Trichoptera Uenoidae Neothremma,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HYDROPT,Trichoptera Hydroptilidae Hydroptila,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,LIMNEPH,Trichoptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CHIRON,Diptera Chironomidae Chironomini (tribe),2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,TANYTA,Diptera Chironomidae Tanytarsini (tribe),2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ORTHOC,Diptera Chironomidae Orthocladiinae (subfamily),2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,TANYPO,Diptera Chironomidae Tanypodinae (subfamily),2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DIAMES,Diptera Chironomidae Diamesinae (subfamily),2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CHIROD,Diptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ATHERIX,Diptera Athericidae Atherix,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,BEZZIA,Diptera Ceratopogonidae Bezzia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CLINOC,Diptera Empididae Clinocera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CHELIF,Diptera Empididae Chelifera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,CERATO,Diptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PERICO,Diptera Psychodidae Pericoma,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,SIMULD,Diptera Simuliidae Simulium,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ANTOCH,Diptera Tipulidae Antocha,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DICRAN,Diptera Tipulidae Dicranota,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HEXATO,Diptera Tipulidae Hexatoma,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,TIPULA,Diptera Tipulidae Tipula,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HESPER,Diptera Tipulidae Hesperoconopa,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,NEOPLA,Diptera Empididae Neoplasta,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,WIEDEM,Diptera Empididae Wiedemannia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,BIBIOC,Diptera Blephariceridae Bibiocephala,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,RHABDO,Diptera Tipulidae Rhabdomastix,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PROTAN,Diptera Tanyderidae Protanyderus,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,EMPIDID,Diptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HEMERO,Diptera Empididae Hemerodromia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,LIMNOP,Diptera Tipulidae Limnophila,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ORMOSIA,Diptera Tipulidae Ormosia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DEUTERO,Diptera Deuterophlebiidae Deuterophlebia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,MUSCID,Diptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HETCOR,Coleoptera Elmidae Heterlimnius,2011-11-15 07:00:00,0.2,water
CO School of Mines,,RIVIERA,station,NARPUS,Coleoptera Elmidae Narpus,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ZAITZE,Coleoptera Elmidae Zaitzevia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,HYDRAC,Trombidiformes,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,DYTISC,Coleoptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,OLIGOC,Oligochaeta (subclass),2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,POLYCE,Tricladida Planariidae Polycelis,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,NEMATO,Nematoda (phylum),2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,COLLUM,Collembola (subclass),2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,ISOPOD,Isopoda,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,PETROPH,Lepidoptera Crambidae Petrophila,2011-11-15 07:00:00,0.0,water
CO School of Mines,,RIVIERA,station,Total,Total number of individuals per replicate,2011-11-15 07:00:00,6.2,water
CO School of Mines,,RIVIERA,station,Taxa,Number of taxa per replicate,2011-11-15 07:00:00,3.8,water
CO School of Mines,,RIVIERA,station,EPT Total,Total Ephemeroptera+Plecoptera+Trichoptera per replicate,2011-11-15 07:00:00,6.0,water
CO School of Mines,,RIVIERA,station,EPT Rich,Total Number of Ephemeroptera+Plecoptera+Trichoptera taxa per replicate,2011-11-15 07:00:00,3.6,water
CO School of Mines,,RIVIERA,station,Avg Total ,Avg Total number of individuals per site,2011-11-15 07:00:00,6.0,water
CO School of Mines,,RIVIERA,station,Avg Taxa Rich,Avg Number of taxa per site,2011-11-15 07:00:00,4.0,water
CO School of Mines,,RIVIERA,station,Avg EPT Total,Avg Total Ephemeroptera+Plecoptera+Trichoptera per site,2011-11-15 07:00:00,6.0,water
CO School of Mines,,RIVIERA,station,Avg EPT Rich,Avg Number of Ephemeroptera+Plecoptera+Trichoptera taxa per site,2011-11-15 07:00:00,4.0,water
CO School of Mines,,ABOVE_RUSSEL,station,ACENTR,Ephemeroptera Baetidae Acentrella,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,BAETIS,Ephemeroptera Baetidae Baetis,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,DIPHAG,Ephemeroptera Baetidae Diphetor,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,DRUDOD,Ephemeroptera Ephemerellidae Drunella,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,DRUGRACOL,Ephemeroptera Ephemerellidae Drunella,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,EPHEM,Ephemeroptera Ephemerellidae Ephemerella,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,SERRAT,Ephemeroptera Ephemerellidae Serratella,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,CINYGM,Ephemeroptera Heptageniidae Cinygmula,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,EPEORUS,Ephemeroptera Heptageniidae Epeorus,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,RHITHR,Ephemeroptera Heptageniidae Rhithrogena,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,PARALE,Ephemeroptera Leptophlebiidae Paraleptophlebia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,AMELT,Ephemeroptera Ameletidae Ameletus,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,HEPTAG,Ephemeroptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,AMPHIN,Plecoptera Nemouridae Amphinermura,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,CAPNIA,Plecoptera Capniidae Capnia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,PRO/POD,Plecoptera Nemouridae Prostoia/Podmosta,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,ZAPADA,Plecoptera Nemouridae Zapada,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,TAENIO,Plecoptera Taeniopterygidae Taenionema,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,ALLOPE,Plecoptera Chloroperlidae Alloperla,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,SUWALL,Plecoptera Chloroperlidae Suwallia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,SWELTSA,Plecoptera Chloroperlidae Sweltsa,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,CLAASS,Plecoptera Perlidae Claassenia,2011-11-15 07:00:00,0.4,water
CO School of Mines,,ABOVE_RUSSEL,station,SKWALA,Plecoptera Perlodidae Skwala,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,HESPERO,Plecoptera Perlidae Hesperoperla,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,CHLORO,Plecoptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,ISOPERLA,Plecoptera Perlodidae Isoperla,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,TRISIG,Plecoptera Chloroperlidae Triznaka,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,PARALEU,Plecoptera Leuctridae Paraleuctra,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,LEUCSP,Plecoptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,PERLOD,Plecoptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,EUCAPN,Plecoptera Capniidae Eucapnopsis,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,MEGSIG,Plecoptera Perlodidae Megarcys,2011-11-15 07:00:00,1.6,water
CO School of Mines,,ABOVE_RUSSEL,station,DIUKNO,Plecoptera Perlodidae Diura,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,DODSII,Plecoptera Taeniopterygidae Doddsia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,UTACAP,Plecoptera Capniidae Utacapnia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,BRACHY,Trichoptera Brachycentridae Brachycentrus,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,MICRAS,Trichoptera Brachycentridae Micrasema,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,ARCGRA,Trichoptera Hydropsychidae Arctopsyche,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,HYDROPS,Trichoptera Hydropsychidae Hydropsyche,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,LEPIDO,Trichoptera Lepidostomatidae Lepidostoma,2011-11-15 07:00:00,1.0,water
CO School of Mines,,ABOVE_RUSSEL,station,GLOSSO,Trichoptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,RHYACOP,Trichoptera Rhyacophilidae Rhyacophila,2011-11-15 07:00:00,0.8,water
CO School of Mines,,ABOVE_RUSSEL,station,ALLOYM,Trichoptera Apataniidae Allomyia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,NEOTRH,Trichoptera Uenoidae Neothremma,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,HYDROPT,Trichoptera Hydroptilidae Hydroptila,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,LIMNEPH,Trichoptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,CHIRON,Diptera Chironomidae Chironomini (tribe),2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,TANYTA,Diptera Chironomidae Tanytarsini (tribe),2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,ORTHOC,Diptera Chironomidae Orthocladiinae (subfamily),2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,TANYPO,Diptera Chironomidae Tanypodinae (subfamily),2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,DIAMES,Diptera Chironomidae Diamesinae (subfamily),2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,CHIROD,Diptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,ATHERIX,Diptera Athericidae Atherix,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,BEZZIA,Diptera Ceratopogonidae Bezzia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,CLINOC,Diptera Empididae Clinocera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,CHELIF,Diptera Empididae Chelifera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,CERATO,Diptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,PERICO,Diptera Psychodidae Pericoma,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,SIMULD,Diptera Simuliidae Simulium,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,ANTOCH,Diptera Tipulidae Antocha,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,DICRAN,Diptera Tipulidae Dicranota,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,HEXATO,Diptera Tipulidae Hexatoma,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,TIPULA,Diptera Tipulidae Tipula,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,HESPER,Diptera Tipulidae Hesperoconopa,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,NEOPLA,Diptera Empididae Neoplasta,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,WIEDEM,Diptera Empididae Wiedemannia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,BIBIOC,Diptera Blephariceridae Bibiocephala,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,RHABDO,Diptera Tipulidae Rhabdomastix,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,PROTAN,Diptera Tanyderidae Protanyderus,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,EMPIDID,Diptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,HEMERO,Diptera Empididae Hemerodromia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,LIMNOP,Diptera Tipulidae Limnophila,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,ORMOSIA,Diptera Tipulidae Ormosia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,DEUTERO,Diptera Deuterophlebiidae Deuterophlebia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,MUSCID,Diptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,HETCOR,Coleoptera Elmidae Heterlimnius,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,NARPUS,Coleoptera Elmidae Narpus,2011-11-15 07:00:00,0.2,water
CO School of Mines,,ABOVE_RUSSEL,station,ZAITZE,Coleoptera Elmidae Zaitzevia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,HYDRAC,Trombidiformes,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,DYTISC,Coleoptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,OLIGOC,Oligochaeta (subclass),2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,POLYCE,Tricladida Planariidae Polycelis,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,NEMATO,Nematoda (phylum),2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,COLLUM,Collembola (subclass),2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,ISOPOD,Isopoda,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,PETROPH,Lepidoptera Crambidae Petrophila,2011-11-15 07:00:00,0.0,water
CO School of Mines,,ABOVE_RUSSEL,station,Total,Total number of individuals per replicate,2011-11-15 07:00:00,4.0,water
CO School of Mines,,ABOVE_RUSSEL,station,Taxa,Number of taxa per replicate,2011-11-15 07:00:00,1.6,water
CO School of Mines,,ABOVE_RUSSEL,station,EPT Total,Total Ephemeroptera+Plecoptera+Trichoptera per replicate,2011-11-15 07:00:00,3.8,water
CO School of Mines,,ABOVE_RUSSEL,station,EPT Rich,Total Number of Ephemeroptera+Plecoptera+Trichoptera taxa per replicate,2011-11-15 07:00:00,1.4,water
CO School of Mines,,ABOVE_RUSSEL,station,Avg Total ,Avg Total number of individuals per site,2011-11-15 07:00:00,4.0,water
CO School of Mines,,ABOVE_RUSSEL,station,Avg Taxa Rich,Avg Number of taxa per site,2011-11-15 07:00:00,2.0,water
CO School of Mines,,ABOVE_RUSSEL,station,Avg EPT Total,Avg Total Ephemeroptera+Plecoptera+Trichoptera per site,2011-11-15 07:00:00,4.0,water
CO School of Mines,,ABOVE_RUSSEL,station,Avg EPT Rich,Avg Number of Ephemeroptera+Plecoptera+Trichoptera taxa per site,2011-11-15 07:00:00,1.0,water
CO School of Mines,,GAUGE,station,ACENTR,Ephemeroptera Baetidae Acentrella,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,BAETIS,Ephemeroptera Baetidae Baetis,2011-11-15 07:00:00,21.4,water
CO School of Mines,,GAUGE,station,DIPHAG,Ephemeroptera Baetidae Diphetor,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,DRUDOD,Ephemeroptera Ephemerellidae Drunella,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,DRUGRACOL,Ephemeroptera Ephemerellidae Drunella,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,EPHEM,Ephemeroptera Ephemerellidae Ephemerella,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,SERRAT,Ephemeroptera Ephemerellidae Serratella,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,CINYGM,Ephemeroptera Heptageniidae Cinygmula,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,EPEORUS,Ephemeroptera Heptageniidae Epeorus,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,RHITHR,Ephemeroptera Heptageniidae Rhithrogena,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,PARALE,Ephemeroptera Leptophlebiidae Paraleptophlebia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,AMELT,Ephemeroptera Ameletidae Ameletus,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,HEPTAG,Ephemeroptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,AMPHIN,Plecoptera Nemouridae Amphinermura,2011-11-15 07:00:00,0.6,water
CO School of Mines,,GAUGE,station,CAPNIA,Plecoptera Capniidae Capnia,2011-11-15 07:00:00,6.2,water
CO School of Mines,,GAUGE,station,PRO/POD,Plecoptera Nemouridae Prostoia/Podmosta,2011-11-15 07:00:00,0.6,water
CO School of Mines,,GAUGE,station,ZAPADA,Plecoptera Nemouridae Zapada,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,TAENIO,Plecoptera Taeniopterygidae Taenionema,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,ALLOPE,Plecoptera Chloroperlidae Alloperla,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,SUWALL,Plecoptera Chloroperlidae Suwallia,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,SWELTSA,Plecoptera Chloroperlidae Sweltsa,2011-11-15 07:00:00,0.4,water
CO School of Mines,,GAUGE,station,CLAASS,Plecoptera Perlidae Claassenia,2011-11-15 07:00:00,3.0,water
CO School of Mines,,GAUGE,station,SKWALA,Plecoptera Perlodidae Skwala,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,HESPERO,Plecoptera Perlidae Hesperoperla,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,CHLORO,Plecoptera,2011-11-15 07:00:00,0.2,water
CO School of Mines,,GAUGE,station,ISOPERLA,Plecoptera Perlodidae Isoperla,2011-11-15 07:00:00,0.6,water
CO School of Mines,,GAUGE,station,TRISIG,Plecoptera Chloroperlidae Triznaka,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,PARALEU,Plecoptera Leuctridae Paraleuctra,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,LEUCSP,Plecoptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,PERLOD,Plecoptera,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,EUCAPN,Plecoptera Capniidae Eucapnopsis,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,MEGSIG,Plecoptera Perlodidae Megarcys,2011-11-15 07:00:00,9.8,water
CO School of Mines,,GAUGE,station,DIUKNO,Plecoptera Perlodidae Diura,2011-11-15 07:00:00,0.0,water
CO School of Mines,,GAUGE,station,DODSII,Plecoptera Taeniopterygidae Doddsia,2011-11-15 07:00:00,0.0,water
