top5_labid,siteid,stateid,latitude,longitude,colldate,landcover1,landcover2,top5_depth,top5_quartz,top5_tot_k_fs,top5_tot_plag,top5_tot_flds,top5_tot_14a,top5_tot_10a,top5_kaolinit,top5_tot_clay,top5_gibbsite,top5_calcite,top5_dolomite,top5_aragon,top5_tot_carb,top5_analcime,top5_heuland,top5_tot_zeol,top5_gypsum,top5_talc,top5_hornbl,top5_serpent,top5_hematite,top5_goethite,top5_pyroxene,top5_pyrite,top5_other,top5_amorph,top5_ag,top5_al,top5_as,top5_ba,top5_be,top5_bi,top5_c_tot,top5_c_inorg,top5_c_org,top5_ca,top5_cd,top5_ce,top5_co,top5_cr,top5_cs,top5_cu,top5_fe,top5_ga,top5_hg,top5_in,top5_k,top5_la,top5_li,top5_mg,top5_mn,top5_mo,top5_na,top5_nb,top5_ni,top5_p,top5_pb,top5_rb,top5_s,top5_sb,top5_sc,top5_se,top5_sn,top5_sr,top5_te,top5_th,top5_ti,top5_tl,top5_u,top5_v,top5_w,top5_y,top5_zn,geoid,geoid_type
C-319333,9451,CO,38.0653,-105.1249,06/09/08,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.38,6.1,944,1.4,0.26,,,,1.9,1,53.6,10.1,26,<5,20.5,2.35,15.2,0.1,0.05,1.81,26,18,0.52,2000,1.43,1.39,12.4,11.3,890,42,75.2,0.06,0.54,5.9,0.4,1.3,303,0.1,7.1,0.31,0.4,1.9,51,0.9,13.1,92,NA,block_group
C-319487,9515,CO,37.5622,-106.0664,06/12/08,Developed,Low Intensity Residential,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.58,3.6,1060,1.8,0.11,,,,2,0.3,96.4,8.2,21,<5,14.9,2.56,18.2,0.02,0.04,2.97,46,16,0.47,670,1.23,2.19,13.1,5.4,1280,26.3,105,0.07,0.62,9,<0.2,1.6,456,<0.1,14.2,0.28,0.5,3.3,62,1.1,22.7,84,NA,block_group
C-319488,9707,CO,38.6435,-104.1624,06/04/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.54,1.6,819,1.5,0.08,,,,0.31,<0.1,61.7,3.8,28,<5,4.4,1.08,12.1,<0.01,0.02,2.89,27.2,10,0.22,206,0.44,0.7,17.6,5.7,210,21.3,126,0.01,0.22,3.6,<0.2,0.9,123,<0.1,7.2,0.12,0.6,1.2,29,0.5,14.5,27,NA,block_group
C-319425,9723,CO,40.2595,-106.4502,09/24/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.28,8,588,1.5,0.44,,,,1.43,0.9,56.7,9.4,51,9,26.3,2.74,17,0.04,0.06,2.23,29.3,38,1.21,258,1.84,0.51,10.5,20.1,1220,28.5,115,0.06,1.3,9.2,2.9,1.8,120,<0.1,9.8,0.25,0.9,2.9,108,1.2,16.3,104,NA,block_group
C-319308,9771,CO,37.3997,-108.2777,10/01/08,Forested Upland,Mixed Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.54,4,575,1.2,0.2,,,,0.57,0.2,70.8,8.4,27,<5,17.9,1.68,12.3,0.02,0.03,1.83,32.8,22,0.41,645,0.88,0.86,11,11.4,400,19.6,84.6,0.02,0.59,5.1,<0.2,1.2,128,<0.1,9.5,0.3,0.5,2.3,42,1,16.5,44,NA,block_group
C-319379,9819,CO,40.6435,-105.5214,09/22/08,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.82,1.8,511,1.6,0.23,,,,0.96,0.4,97.7,11.3,50,8,20.2,2.92,17.5,0.05,0.06,2.19,48.1,25,0.73,573,0.59,1.24,12.9,22.2,720,30.5,144,0.03,0.22,11.4,<0.2,2.3,136,<0.1,16.9,0.28,0.7,4.6,53,1.4,14.5,91,NA,block_group
C-319395,9883,CO,37.6598,-108.4002,10/01/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.61,10.3,487,1.1,0.27,,,,0.54,0.5,67.2,9.7,32,<5,19.1,2.14,11.8,0.02,0.03,1.58,31.5,28,0.43,398,2.94,0.59,9.8,18.1,750,22.7,75.9,0.03,1.23,6.4,0.4,1.5,251,<0.1,10.7,0.24,0.6,3.1,59,1.1,17.6,65,NA,block_group
C-319340,9899,CO,40.1084,-104.835,09/19/08,Planted/Cultivated,Pasture/Hay,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.04,3.2,691,2.2,0.29,,,,0.89,0.4,112,7.9,27,<5,22.4,2.37,19.8,0.03,0.06,2.68,53.4,22,0.56,432,0.94,1.09,24.1,11.9,740,33.4,144,0.05,0.44,7.7,0.3,2.3,214,<0.1,17.8,0.26,0.8,4.7,48,1.3,27.9,94,NA,block_group
C-319444,10139,CO,39.3254,-107.6917,08/12/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,1.59,5.3,205,1.1,0.42,,,,0.11,0.8,73.7,10.1,28,7,9.1,0.66,17.3,0.02,0.06,0.4,36.2,8,0.27,106,1.77,0.1,10.3,14.2,480,31.5,112,0.02,1.13,5.8,0.3,2,21.4,0.1,12.1,0.06,0.8,3.4,65,1.3,19.6,63,NA,block_group
C-319412,10155,CO,39.1326,-103.2692,06/22/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7,10.8,758,1.9,0.4,,,,2.07,0.4,79.8,13.3,47,8,28.4,3.47,18.8,0.02,0.06,2.28,39.9,44,1.23,336,2.04,0.67,13.5,24.4,740,29.7,117,0.03,1.38,10.8,1.4,2.1,156,0.1,14.1,0.32,0.7,3.5,119,1.5,23.4,105,NA,block_group
C-319399,10267,CO,40.6234,-102.4377,06/23/08,Planted/Cultivated,Small Grains,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.48,3.1,709,1.5,0.21,,,,0.8,0.4,77.1,7.9,23,<5,15.4,1.77,15.1,0.02,0.04,2.3,39.8,18,0.46,493,0.87,1.1,13.5,11.2,540,24.4,107,0.02,0.57,5.9,<0.2,1.6,204,<0.1,14.1,0.24,0.7,3.1,40,1.3,21.1,54,NA,block_group
C-319434,10347,CO,37.5167,-102.8035,06/20/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.55,5.4,664,1.6,0.3,,,,0.84,0.5,86.1,10.2,35,<5,19.8,2.34,16.5,0.02,0.04,2.2,43,23,0.65,506,1.45,0.93,15.3,19.9,680,27,103,0.02,0.88,7.6,0.3,1.9,191,<0.1,14.8,0.3,0.7,3.1,63,1.3,23.7,71,NA,block_group
C-319397,10411,CO,40.0058,-102.6979,06/23/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.2,1.2,748,1.1,0.06,,,,0.48,0.1,37.1,2.6,7,<5,3.7,0.61,9.86,<0.01,<0.02,2.67,21,7,0.14,137,0.17,1.12,6.2,21.1,210,19.1,101,<0.01,0.25,2,<0.2,0.7,160,<0.1,6.3,0.1,0.5,1.5,13,0.4,9.2,20,NA,block_group
C-319429,10459,CO,38.4688,-106.6093,09/25/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.11,15.6,539,2.3,0.48,,,,0.82,0.4,64.2,9,25,10,16.1,2.05,18.4,0.02,0.07,1.95,33.3,38,0.54,501,1.38,0.8,19.7,13.5,510,33,112,0.03,2.53,8.3,0.2,2.6,144,<0.1,12.8,0.23,1,2.9,68,15.2,21.7,70,NA,block_group
C-319457,10475,CO,38.2743,-105.8886,06/05/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.62,3.5,841,2.3,0.28,,,,1.81,0.3,73.2,14.7,39,<5,40.3,3.72,17.6,0.02,0.06,2.67,34.9,21,0.96,905,0.79,2,19.8,17.2,900,39.3,87.8,0.02,0.58,11.8,0.2,3.8,307,0.1,11.8,0.34,0.5,5.6,92,1.4,22.2,76,NA,block_group
C-319312,10491,CO,40.446,-109.043,08/10/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.96,3.4,468,1,0.14,,,,1.34,0.2,53.6,5.8,19,<5,12,1.65,11.6,0.01,0.02,1.53,27.7,23,0.65,408,0.63,0.38,7.9,8.8,700,14.4,67.4,0.03,0.39,4.7,<0.2,1,95.7,<0.1,7.5,0.2,0.3,1.6,39,0.7,13.6,43,NA,block_group
C-319445,10539,CO,37.5332,-106.6985,06/12/08,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.8,2.1,693,1.1,0.28,,,,1.58,0.3,42.1,6.3,13,<5,17.9,1.6,12,0.08,0.03,1.8,21,19,0.42,984,0.94,1.11,9,5.9,900,24.8,64.1,0.08,0.56,4.6,<0.2,1.2,270,<0.1,6.5,0.24,0.4,1.8,36,0.8,9.6,72,NA,block_group
C-319496,10731,CO,37.5387,-105.5782,06/13/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,8.04,1.5,834,1.5,0.14,,,,2.37,0.1,80.7,12,47,<5,18.3,3.01,18.3,0.01,0.04,1.77,38.4,14,0.88,622,0.73,2.6,9.2,18.5,460,13.6,61.8,0.02,0.5,12.8,<0.2,1,517,<0.1,7.2,0.28,0.3,1.6,77,0.8,17.2,51,NA,block_group
C-319505,10747,CO,40.3302,-107.34,08/09/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.27,4.4,537,1.6,0.23,,,,0.52,0.4,52.4,6.6,31,<5,13.1,1.52,11.9,0.02,0.03,1.42,27.4,17,0.33,283,0.58,0.59,6.5,12.1,580,19.6,83.1,0.03,0.71,5.9,0.2,1.4,88.6,<0.1,7.8,0.14,0.5,1.9,48,0.8,11.8,67,NA,block_group
C-319396,10843,CO,40.7092,-104.9614,06/28/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.37,5.1,580,1.2,0.15,,,,0.81,0.2,56.3,5.5,30,<5,8.1,1.66,11.3,0.02,0.03,2.09,28.2,16,0.48,248,0.67,0.83,8,14.8,420,15.6,79.4,0.02,0.69,4.8,<0.2,1.2,98.2,<0.1,8.7,0.17,0.5,2,44,0.9,14.1,40,NA,block_group
C-319382,10907,CO,37.7448,-108.1485,10/01/08,Forested Upland,Deciduous Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.86,8.4,530,1.2,0.17,,,,0.73,0.4,45.7,6,19,7,16.2,1.46,9.81,0.04,0.03,1.57,22.8,39,0.46,557,0.52,0.28,7,8.4,770,18.1,78.7,0.05,0.69,5.4,0.3,1.2,148,<0.1,6.8,0.17,0.6,1.8,29,0.7,14.1,61,NA,block_group
C-319338,10923,CO,40.0358,-105.4614,09/20/08,Forested Upland,Mixed Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.57,1.5,675,3.1,0.16,,,,0.36,0.3,120,16.1,69,<5,43.7,4.38,27,0.03,0.06,2.45,63.8,23,0.77,398,1.58,0.42,17.5,32.1,400,41.3,158,0.03,0.23,12.9,0.2,0.6,106,0.1,19.5,0.4,0.8,2.3,69,1.5,14.4,100,NA,block_group
C-319324,11035,CO,40.5971,-103.1466,06/24/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.38,1.6,698,1.1,0.06,,,,0.47,<0.1,39.9,1.8,2,<5,5.5,0.58,11.7,<0.01,<0.02,2.62,21.8,5,0.09,142,0.21,1.31,6.1,2,220,21.5,109,<0.01,0.15,1.5,<0.2,0.4,152,<0.1,6.2,0.08,0.6,1.2,12,0.3,8.2,14,NA,block_group
C-319391,11163,CO,39.5063,-108.7419,08/11/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.16,5,568,1.5,0.26,,,,0.58,0.4,61.6,8.8,25,6,22.1,1.88,14.2,0.03,0.04,2.06,31.4,25,0.66,294,0.75,0.67,9.6,14.1,590,24.2,98,0.03,1.14,6.9,0.3,1.5,85.7,<0.1,10.5,0.23,0.6,2.7,60,1.1,17.3,80,NA,block_group
C-319388,11179,CO,39.4461,-104.0092,06/25/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.37,5.9,634,1.6,0.24,,,,0.53,0.3,95.4,10.3,30,<5,15.8,2.18,15.7,0.02,0.05,2.12,47.3,23,0.59,425,0.99,0.69,15.2,15.4,520,24.1,104,0.02,0.74,7.8,0.4,1.9,152,<0.1,15.9,0.29,0.7,3.3,64,1.3,24.6,63,NA,block_group
C-319484,11419,CO,37.587,-108.917,10/02/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.17,3.1,529,1.2,0.16,,,,0.36,<0.1,55.8,6,32,<5,12.1,1.54,10.1,0.01,0.03,1.8,24.7,23,0.47,365,0.49,0.61,7,9.8,320,15.3,77.1,0.01,0.49,6.4,<0.2,1,82.4,<0.1,8.1,0.19,0.5,1.6,38,0.7,13.6,31,NA,block_group
C-319431,11483,CO,37.6971,-106.914,06/10/08,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.17,4.1,907,1.2,0.48,,,,0.97,0.6,56.9,9.8,25,30,24.2,2.01,14.4,0.07,0.05,1.62,28.2,23,0.53,2120,1.12,0.97,11.9,10,680,38.9,118,0.04,0.83,5.8,0.2,1.9,223,<0.1,9.2,0.3,0.6,2.5,43,1.2,13.7,64,NA,block_group
C-319452,11499,CO,38.5646,-103.5766,06/18/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.16,5.9,698,1.4,0.31,,,,0.46,0.5,68.4,7.4,22,<5,14,1.81,13.4,0.03,0.05,2.56,34.4,17,0.4,419,1.32,0.78,13.8,10.9,530,34.2,106,0.02,0.72,5.5,0.3,6.3,143,0.1,12.7,0.23,0.7,2.7,46,1,18.4,62,NA,block_group
C-319362,11691,CO,38.8241,-102.9047,06/21/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.29,2.8,763,1.1,0.15,,,,0.62,0.2,59.6,4.5,10,<5,8.5,1.33,10.7,0.01,0.02,2.63,30.5,13,0.28,275,0.51,0.8,9.5,7,360,23.9,102,0.01,0.43,3.5,<0.2,1,148,<0.1,11.5,0.17,0.6,1.9,35,0.7,13.2,36,NA,block_group
C-319376,11755,CO,37.7228,-104.6745,06/10/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.35,3.3,964,1.4,0.19,,,,1.18,0.6,60,8.5,23,<5,15.6,2.27,16.2,0.02,0.04,2.69,29.6,17,0.51,437,1.76,1.57,12.8,12.2,700,27.1,92,0.02,1.65,6.7,0.5,1.4,306,<0.1,7.8,0.28,0.6,2.2,65,0.8,20.2,64,NA,block_group
C-319492,11931,CO,39.8735,-108.1753,08/10/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.7,5,933,2.1,0.16,,,,2.37,0.2,75.9,11.1,66,6,13.4,2.43,18,<0.01,0.03,2.39,36.7,36,0.97,444,0.84,2.51,12.9,18.4,970,17.9,106,0.03,0.41,10.1,<0.2,2.5,275,<0.1,11.3,0.25,0.6,2.9,59,0.9,16.8,54,NA,block_group
C-319357,11947,CO,39.5022,-104.6693,06/26/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.76,1.7,738,1.3,0.2,,,,0.37,0.3,169,5.5,9,<5,7.6,0.99,13.8,0.01,0.03,2.84,79.8,9,0.19,261,0.41,1.01,9,5.5,320,38.8,128,0.01,0.29,3.9,<0.2,1.5,141,<0.1,35.8,0.16,0.7,5.2,21,1.1,22.5,32,NA,block_group
C-319421,12075,CO,37.3529,-102.1624,06/20/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.43,1.9,719,0.8,0.13,,,,0.37,0.2,38.7,4,12,<5,7.3,1.19,9.25,<0.01,<0.02,2.35,19.9,10,0.24,252,0.5,0.6,7.6,6.1,390,17.8,81.5,0.01,0.38,3.2,<0.2,0.9,115,<0.1,6.2,0.17,0.4,1.4,30,0.5,11.4,30,NA,block_group
C-319347,12187,CO,39.5278,-107.55,08/12/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.16,6.6,642,2.1,0.32,,,,0.51,0.3,82,11.1,36,6,29.4,3.27,22.2,0.02,0.06,2.01,40.2,27,0.64,429,0.92,0.3,13.6,18.2,730,26.8,120,0.02,0.96,9.9,0.4,2,113,<0.1,14.4,0.32,0.7,3.3,85,1.5,22.7,95,NA,block_group
C-319494,12203,CO,39.6184,-104.5049,06/26/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.98,4.2,821,1.5,0.26,,,,0.42,0.4,121,6.5,34,<5,11.6,1.56,13.6,0.02,0.04,2.42,51.3,16,0.32,476,1.02,0.9,10.4,8.8,510,38.6,112,0.02,0.51,6.7,<0.2,1.4,156,<0.1,18.7,0.18,0.7,3,45,0.9,19.9,45,NA,block_group
C-319384,12347,CO,37.2561,-104.2432,06/16/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.73,5.7,654,1.5,0.27,,,,1.73,0.7,68.1,10.1,31,<5,23.4,2.53,15.6,0.03,0.05,2.15,34.1,23,0.69,476,2.02,0.91,13.3,16.2,1330,25.3,89,0.07,0.77,7.9,1.2,1.8,168,<0.1,10.9,0.27,0.6,3.1,64,1.1,21.1,87,NA,block_group
C-319325,12379,CO,40.3867,-104.2677,06/28/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.82,4.7,759,1,0.07,,,,0.41,<0.1,44.6,2.2,4,<5,4.8,0.72,10.3,0.01,<0.02,2.25,24.7,6,0.11,137,0.31,1.04,6.7,2.6,220,15.4,92.2,0.01,0.26,1.7,<0.2,0.5,136,<0.1,7.2,0.1,0.5,1.3,18,0.4,8.7,17,NA,block_group
C-319370,12395,CO,37.3445,-102.3767,06/20/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.43,3.2,712,1.1,0.19,,,,0.56,0.4,57.7,6.5,20,<5,11.2,1.65,12,0.02,0.03,2.29,29,15,0.39,396,0.85,0.77,10.6,9.4,510,22,90.5,0.02,0.54,5,<0.2,1.3,141,<0.1,9.8,0.22,0.5,2.1,42,0.9,16.9,48,NA,block_group
C-319334,12459,CO,39.6993,-102.745,06/22/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.76,1.5,624,1.1,0.11,,,,0.96,0.5,52,3.3,14,<5,18.2,1.02,11,0.03,<0.02,2.12,27.7,10,0.33,322,0.95,0.81,8.7,5.4,1250,17.9,85.4,0.12,0.39,3,0.4,0.9,154,<0.1,8.5,0.14,0.5,1.9,24,0.7,12.4,66,NA,block_group
C-319420,12507,CO,39.5774,-106.4094,08/13/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.65,3.6,641,1.6,0.19,,,,0.36,0.7,47.6,6.5,33,<5,12.9,1.96,14.7,0.01,0.11,3.12,21.4,24,0.71,282,0.39,0.95,6.6,11.8,610,35.3,134,0.03,0.22,6.5,<0.2,1.7,95.4,<0.1,12.2,0.14,0.7,2.3,34,0.7,10.4,137,NA,block_group
C-319313,12523,CO,37.7941,-105.8813,06/13/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,7.82,3.6,920,1.8,0.13,,,,1.98,0.2,87.5,7,8,<5,14.3,2.65,21.6,<0.01,0.03,3.5,48,14,0.43,567,1.35,2.61,17.8,3.8,890,19.9,122,0.02,0.47,5.7,<0.2,1.5,443,<0.1,13.5,0.33,0.5,3.6,55,1.1,23.7,55,NA,block_group
C-319448,12763,CO,38.7214,-107.4941,09/26/08,Forested Upland,Deciduous Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.94,3.7,552,1.3,0.25,,,,1.41,0.8,52.4,8.9,29,<5,24.2,2.16,12.3,0.03,0.03,1.73,26.1,29,0.65,622,1.53,0.68,8.1,15.1,1720,18.7,76.3,0.09,0.64,7.7,0.7,1.4,190,<0.1,7.4,0.25,0.5,2.8,68,0.9,17.3,101,NA,block_group
C-319486,12779,CO,38.9289,-104.5352,06/07/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.32,0.7,1070,2.1,0.06,,,,0.15,0.1,76.6,1.2,10,<5,2.6,0.48,17.7,<0.01,0.03,4.64,35,7,0.06,115,0.42,0.96,24.5,1.3,200,29.2,219,0.01,0.11,2.6,<0.2,1.4,83,<0.1,9.3,0.07,0.9,1.6,6,0.5,24.4,26,NA,block_group
C-319413,12795,CO,40.8334,-107.5551,08/07/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.95,5.2,634,1,0.18,,,,0.46,0.9,50.3,6.3,20,<5,14.9,1.35,9.62,0.02,0.03,1.79,24.8,17,0.32,343,0.73,0.57,7.6,8.9,540,17.8,70.5,0.03,0.52,5.1,0.3,1.1,128,<0.1,7.7,0.2,0.4,2.3,38,0.7,13.8,53,NA,block_group
C-319342,12843,CO,37.4249,-108.3863,09/30/08,Forested Upland,Mixed Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.63,3.7,407,1,0.16,,,,0.32,<0.1,53,5.9,20,<5,13.3,1.32,9.49,0.02,<0.02,1.47,25.3,19,0.32,288,0.66,0.62,8.8,8.8,240,15.9,66,0.01,0.46,4,<0.2,0.8,84.7,<0.1,8.2,0.26,0.4,2.2,32,0.8,13.1,34,NA,block_group
C-319469,12891,CO,40.1475,-105.932,09/23/08,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.26,3.4,907,1.8,0.18,,,,1.05,0.3,119,10.3,27,<5,14.7,2.78,16.7,0.01,0.04,2.93,56.7,20,0.57,721,1.3,1.37,28.1,11.9,800,27.2,113,0.02,0.57,6.9,<0.2,3.1,362,<0.1,21.3,0.41,0.6,3.5,64,1.2,19.8,75,NA,block_group
C-319408,12955,CO,38.3352,-108.115,09/29/08,Forested Upland,Mixed Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.67,9,438,1.7,0.3,,,,0.49,0.3,73.9,13.3,30,5,17.7,2.18,13.3,0.02,0.04,1.32,33,34,0.48,909,1.61,0.39,10.4,14.9,590,25,79.9,0.03,0.73,6.2,0.3,1.9,177,<0.1,11.1,0.22,0.5,3.2,48,1.1,20.3,64,NA,block_group
C-319358,12971,CO,38.1867,-102.2015,06/20/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.27,4.8,683,1.5,0.28,,,,1.91,0.5,88.8,10,26,<5,14.9,2.11,16.9,0.02,0.05,2.22,44.7,22,0.73,410,1.11,0.87,15.7,13.6,750,25.5,108,0.03,0.81,6.9,<0.2,2.1,187,<0.1,16.3,0.26,0.7,3.2,58,1.3,24.5,61,NA,block_group
C-319389,13211,CO,39.1205,-108.3889,08/12/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.36,8.7,505,1.5,0.38,,,,2.46,0.4,49.1,8.4,48,7,21.7,2.27,14.9,0.03,0.05,1.77,25.2,36,1.31,189,2.19,0.74,9.9,18.6,710,36.2,97.8,1.23,1.2,8.2,1.2,1.9,157,<0.1,9.6,0.21,0.7,3.3,78,1.4,15.3,81,NA,block_group
C-300120,244,CT,41.2768,-73.0257,07/12/07,Planted/Cultivated,Urban/Recreational Grasses,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.53,5.4,432,2.2,0.25,,,,0.27,0.3,62.5,15.9,83,<5,29.6,3.89,15.3,0.1,0.06,1.86,30.5,46,1.16,848,0.92,0.83,10.2,43.7,1200,59.1,104,0.05,0.43,14.8,0.5,3.1,76.5,<0.1,9.3,0.4,0.5,2.4,101,1.1,16.2,114,NA,block_group
C-300091,1524,CT,41.4258,-73.5009,07/12/07,Forested Upland,Deciduous Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.62,5.1,324,1.1,0.25,,,,1.28,0.3,26.6,6,37,<5,16,2.57,11.6,0.39,0.05,1.04,17.2,22,0.59,419,1.7,1.02,8,11.9,840,68.8,33.3,0.09,1.26,8.3,1.3,3.9,162,<0.1,3,0.38,0.4,0.9,86,0.6,11.1,62,NA,block_group
C-300129,2409,CT,41.7146,-72.5546,07/12/07,Planted/Cultivated,Row Crops,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.53,4.2,295,1.2,0.1,,,,0.51,0.1,45.4,4,24,<5,14.8,1.75,8.01,0.12,0.03,1.13,22.3,14,0.31,457,0.46,1.25,4.5,8.1,1210,19.1,42.7,0.01,0.17,6.4,0.4,1,80.4,<0.1,7.4,0.2,0.2,1.9,42,0.4,11.5,36,NA,block_group
C-300135,3433,CT,41.6726,-71.7932,07/13/07,Forested Upland,Evergreen Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.57,4.2,291,1.4,0.15,,,,0.61,<0.1,28.2,2,12,<5,4.5,1.07,7.97,0.1,0.03,1.71,10.4,7,0.15,176,0.79,0.93,7.7,4,490,36.7,66.7,0.04,0.5,3.6,1.1,2.5,80.4,<0.1,3.9,0.16,0.2,1.1,29,0.4,10.4,19,NA,block_group
C-300160,6505,CT,41.6848,-72.7439,07/12/07,Planted/Cultivated,Urban/Recreational Grasses,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.49,4.4,288,1.5,0.18,,,,0.47,0.1,43.9,6.6,28,<5,20.8,1.9,11.1,0.05,0.04,1.17,20.1,21,0.44,481,0.53,1.46,5.4,11.8,680,30.5,53.1,0.02,0.31,8.8,0.3,1.7,79.8,<0.1,6.4,0.18,0.3,1.8,51,0.7,12.5,47,NA,block_group
C-300108,8692,CT,41.5578,-73.2432,07/12/07,Forested Upland,Deciduous Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.53,5.3,353,2.5,0.4,,,,0.6,0.5,49.4,8.6,45,11,20.4,3.08,13.9,0.24,0.07,1.36,29.9,39,0.58,803,1.8,0.66,8.6,19.3,1050,77.7,86,0.1,1.27,10.5,1.3,5.3,73.7,<0.1,6.2,0.29,0.7,1.6,91,1.4,20.6,69,NA,block_group
C-300130,9577,CT,41.9638,-73.0134,07/16/07,Forested Upland,Mixed Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.9,2.5,321,1,0.11,,,,0.71,0.4,29.4,3.4,15,<5,10.4,1.08,6.76,0.12,0.03,1.05,13.6,5,0.25,194,0.54,0.81,4.6,6,490,38.2,29.5,0.07,0.4,4.4,0.5,1.7,101,<0.1,3.5,0.15,0.2,0.8,27,0.3,8.3,31,NA,block_group
