top5_labid,siteid,stateid,latitude,longitude,colldate,landcover1,landcover2,top5_depth,top5_quartz,top5_tot_k_fs,top5_tot_plag,top5_tot_flds,top5_tot_14a,top5_tot_10a,top5_kaolinit,top5_tot_clay,top5_gibbsite,top5_calcite,top5_dolomite,top5_aragon,top5_tot_carb,top5_analcime,top5_heuland,top5_tot_zeol,top5_gypsum,top5_talc,top5_hornbl,top5_serpent,top5_hematite,top5_goethite,top5_pyroxene,top5_pyrite,top5_other,top5_amorph,top5_ag,top5_al,top5_as,top5_ba,top5_be,top5_bi,top5_c_tot,top5_c_inorg,top5_c_org,top5_ca,top5_cd,top5_ce,top5_co,top5_cr,top5_cs,top5_cu,top5_fe,top5_ga,top5_hg,top5_in,top5_k,top5_la,top5_li,top5_mg,top5_mn,top5_mo,top5_na,top5_nb,top5_ni,top5_p,top5_pb,top5_rb,top5_s,top5_sb,top5_sc,top5_se,top5_sn,top5_sr,top5_te,top5_th,top5_ti,top5_tl,top5_u,top5_v,top5_w,top5_y,top5_zn,geoid,geoid_type
C-351763,3988,AZ,33.2897,-109.4032,06/29/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.94,4.7,1300,2.3,0.35,,,,2.61,0.4,101,27.8,293,<5,78,4.71,16.1,0.03,0.07,2.64,49.6,24,1.76,1300,1.77,1.51,27.7,109,1610,21.2,97.4,0.03,0.49,17.1,<0.2,2,483,<0.1,9.9,0.6,0.4,2.4,86,1.5,28.4,89,040119601001,block_group
C-351467,4023,AZ,33.466,-112.9377,07/05/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.9,7.9,709,1.8,0.23,,,,2.92,0.2,78.5,12.3,46,5,24.7,2.82,14.4,0.02,0.05,1.72,39.2,25,1.29,599,0.68,1.36,13.6,25.4,820,21.3,65.7,0.02,0.88,11.6,<0.2,1.5,348,<0.1,15.5,0.38,0.5,2.4,76,1.4,19.5,58,040130506032,block_group
C-339099,4139,AZ,36.7194,-109.4202,04/22/09,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,2.66,7.1,396,0.6,0.08,,,,1.15,<0.1,22.6,2.4,5,<5,6.4,0.71,4.51,0.01,<0.02,1.43,11,12,0.4,184,0.19,0.46,3.7,4.4,220,11.6,47.4,0.01,0.25,2.3,<0.2,0.5,84.2,<0.1,3.7,0.12,0.4,1.1,18,0.5,6.9,15,040019427002,block_group
C-351764,4180,AZ,32.3599,-109.5721,06/21/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.36,3.9,614,2.4,0.67,,,,0.85,0.2,76.1,6.1,25,8,24.7,2.68,15.1,0.01,0.06,3.55,40.8,23,0.42,416,0.65,1.58,18.6,11.2,330,28.5,247,0.02,0.89,6.7,<0.2,2.6,154,<0.1,18.2,0.35,0.9,2.5,53,2.3,28.1,59,040030001001,block_group
C-343373,4271,AZ,35.0858,-113.6456,07/20/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.19,6.6,924,2.4,0.34,,,,2.09,0.2,106,13,89,7,23.4,3.92,16.1,0.01,0.07,2.5,51.3,21,1.13,638,1.12,1.69,22,43.5,1160,26.3,165,0.02,0.61,11.2,<0.2,3,353,<0.1,19.1,0.46,0.6,2.9,80,2.5,27.9,77,040159548003,block_group
C-351765,4343,AZ,34.3823,-113.1592,07/13/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,5.92,3.5,679,2.1,0.4,,,,3.38,0.1,79.3,7.8,30,8,17.9,3.24,14.5,0.01,0.04,3.35,40.5,29,1.24,684,0.65,1.47,17.5,15.3,590,28.8,140,0.02,0.43,6.9,<0.2,1.9,237,<0.1,19.2,0.34,0.8,3.1,52,1.5,20.7,56,040250013001,block_group
C-343361,4527,AZ,36.1222,-113.504,07/26/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.38,7.2,672,1.7,0.2,,,,1.06,0.3,80.2,28.3,99,5,38.1,4.75,15.4,0.03,0.06,1.83,36.9,31,0.74,1160,1.04,0.94,19.3,43.3,780,18.8,92.1,0.02,0.71,13.6,<0.2,1.9,170,<0.1,12.7,0.59,0.5,3,106,1.5,23.6,88,040159501002,block_group
C-351766,4564,AZ,34.2831,-111.0694,07/15/10,Forested Upland,Mixed Forest,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.11,12.5,489,2.3,0.3,,,,0.44,0.2,88,5.4,23,7,12.7,1.66,17.6,0.04,0.05,3.3,36.2,22,0.31,800,1.31,1.99,19.9,9.2,200,37,120,0.02,0.78,4,<0.2,2.5,79.2,<0.1,18.3,0.19,0.6,3.9,27,2.2,32,88,040070005003,block_group
C-351650,4599,AZ,33.9415,-114.2117,07/10/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,3.14,2.8,507,0.8,0.11,,,,1.41,0.1,38.7,4.2,12,<5,9,1.36,7.37,0.01,0.02,1.52,20.7,12,0.47,235,0.47,0.66,5.9,6.9,300,13.5,58,0.01,0.63,3.4,<0.2,1.1,136,<0.1,6.8,0.17,0.3,1.4,36,0.6,10.1,29,040120205023,block_group
C-351651,4619,AZ,32.1282,-111.1335,06/24/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.95,2.5,827,2.4,0.26,,,,0.94,0.1,55.4,4.5,10,<5,19.1,1.63,15.6,0.01,0.03,3.01,31.8,18,0.21,294,2.31,2.35,9.4,6.2,210,23.1,118,<0.01,1.61,3.4,<0.2,1.1,314,<0.1,10.4,0.2,0.5,1.9,36,1.1,12.9,33,040190043341,block_group
C-351652,4628,AZ,32.5569,-109.7487,06/28/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.98,2.1,479,4.4,0.33,,,,0.72,<0.1,200,4,10,6,9.3,2.37,21,0.01,0.07,3.81,101,31,0.28,584,1.12,2.74,44.3,4.7,310,26.1,187,<0.01,0.33,6,<0.2,4.6,100,<0.1,36.9,0.33,0.7,4.7,29,1,63.3,69,040099616001,block_group
C-351653,4783,AZ,35.0001,-112.3534,07/16/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.86,7.5,606,1.8,0.26,,,,1.29,0.3,75.2,20.9,112,6,33.2,4.28,17.5,0.02,0.06,1.4,40.2,39,1.19,830,0.8,0.55,19,46.7,640,19.1,73.9,0.03,0.82,13.1,0.2,1.8,160,<0.1,12,0.54,0.5,2.1,108,1.4,23.2,82,040250021001,block_group
C-351654,4791,AZ,33.9148,-111.3122,07/14/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,4.74,12.8,494,1.5,0.25,,,,0.55,0.1,52.8,9.4,42,6,18.7,2.95,13.1,0.02,0.05,2.3,29.5,18,0.41,479,0.69,0.94,10.8,18,320,15.9,89.8,<0.01,2.21,7.1,<0.2,1.7,142,<0.1,8.8,0.51,0.5,2.4,77,1.5,18.1,52,040070007001,block_group
C-351656,4820,AZ,33.331,-110.845,06/27/10,Shrubland,Shrubland,0-5,,,,,,,,,,,,,,,,,,,,,,,,,,,<1,6.25,8.7,666,1.5,0.77,,,,1.3,0.2,81.4,15.9,64,7,80.6,3.83,17.5,0.04,0.09,2.18,40.8,28,0.8,571,1.07,0.82,10.8,32.4,470,27.1,116,0.04,0.86,12.9,0.4,2.4,191,0.2,12.5,0.39,0.5,2.2,93,1.4,17.5,73,040070012003,block_group
