sample,sampleLong,community,type,sampling_year,sampling,units,sample_name,arsenicRaw,arsenic,arsenicIdentifier,aluminumRaw,aluminum,aluminumIdentifier,bariumRaw,barium,bariumIdentifier,berylliumRaw,beryllium,berylliumIdentifier,cadmiumRaw,cadmium,cadmiumIdentifier,chromiumRaw,chromium,chromiumIdentifier,manganeseRaw,manganese,manganeseIdentifier,nickelRaw,nickel,nickelIdentifier,leadRaw,lead,leadIdentifier,zincRaw,zinc,zincIdentifier,copperRaw,copper,copperIdentifier,geoid,geoid_type
GS04,GS04Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,17.35,17.35,Metalloid,11324.40,11324.40,Post-Transition Metal,191.36,191.36,Alkaline Earth Metal,0.51,0.51,Alkaline Earth Metal,1.02,1.02,Transitional Metal,21.69,21.69,Transitional Metal,667.51,667.51,Transitional Metal,23.10,23.10,Transitional Metal,117.50,117.50,Post-Transition Metal,344.97,344.97,Transitional Metal,271.55,271.55,Transitional Metal,"33.29,-111.11",centroid
GS05,GS05Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,34.75,34.75,Metalloid,7420.80,7420.80,Post-Transition Metal,128.41,128.41,Alkaline Earth Metal,0.49,0.49,Alkaline Earth Metal,1.34,1.34,Transitional Metal,24.50,24.50,Transitional Metal,1117.26,1117.26,Transitional Metal,25.89,25.89,Transitional Metal,109.66,109.66,Post-Transition Metal,306.62,306.62,Transitional Metal,401.47,401.47,Transitional Metal,"33.28,-111.11",centroid
GS06,GS06Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,7.05,7.05,Metalloid,6499.84,6499.84,Post-Transition Metal,74.66,74.66,Alkaline Earth Metal,0.37,0.37,Alkaline Earth Metal,0.39,0.39,Transitional Metal,29.62,29.62,Transitional Metal,400.64,400.64,Transitional Metal,11.69,11.69,Transitional Metal,24.44,24.44,Post-Transition Metal,175.99,175.99,Transitional Metal,49.86,49.86,Transitional Metal,"33.28,-111.08",centroid
GS06,GS06G-082419,Superior,Garden Soil,2019-2020,,mg/kg,,5.74,5.74,Metalloid,7335.81,7335.81,Post-Transition Metal,111.72,111.72,Alkaline Earth Metal,0.50,0.50,Alkaline Earth Metal,0.78,0.78,Transitional Metal,17.47,17.47,Transitional Metal,540.98,540.98,Transitional Metal,18.40,18.40,Transitional Metal,49.66,49.66,Post-Transition Metal,172.59,172.59,Transitional Metal,99.12,99.12,Transitional Metal,"33.28,-111.08",centroid
GS07,GS07Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,11.33,11.33,Metalloid,9806.08,9806.08,Post-Transition Metal,271.10,271.10,Alkaline Earth Metal,0.55,0.55,Alkaline Earth Metal,1.05,1.05,Transitional Metal,27.82,27.82,Transitional Metal,552.18,552.18,Transitional Metal,21.52,21.52,Transitional Metal,90.77,90.77,Post-Transition Metal,252.55,252.55,Transitional Metal,329.28,329.28,Transitional Metal,"33.29,-111.11",centroid
GS07,GS07G-082419,Superior,Garden Soil,2019-2020,,mg/kg,,22.58,22.58,Metalloid,8856.99,8856.99,Post-Transition Metal,163.75,163.75,Alkaline Earth Metal,0.61,0.61,Alkaline Earth Metal,1.62,1.62,Transitional Metal,16.71,16.71,Transitional Metal,523.11,523.11,Transitional Metal,16.76,16.76,Transitional Metal,218.93,218.93,Post-Transition Metal,351.97,351.97,Transitional Metal,334.64,334.64,Transitional Metal,"33.29,-111.11",centroid
GS09,GS09Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,13.17,13.17,Metalloid,9694.77,9694.77,Post-Transition Metal,127.82,127.82,Alkaline Earth Metal,0.44,0.44,Alkaline Earth Metal,1.45,1.45,Transitional Metal,31.91,31.91,Transitional Metal,629.85,629.85,Transitional Metal,17.36,17.36,Transitional Metal,64.12,64.12,Post-Transition Metal,316.14,316.14,Transitional Metal,353.41,353.41,Transitional Metal,"33.28,-111.08",centroid
GS09,GS09G-082419,Superior,Garden Soil,2019-2020,,mg/kg,,10.25,10.25,Metalloid,5775.49,5775.49,Post-Transition Metal,81.14,81.14,Alkaline Earth Metal,0.45,0.45,Alkaline Earth Metal,0.64,0.64,Transitional Metal,21.93,21.93,Transitional Metal,336.94,336.94,Transitional Metal,9.73,9.73,Transitional Metal,50.15,50.15,Post-Transition Metal,131.21,131.21,Transitional Metal,390.66,390.66,Transitional Metal,"33.28,-111.08",centroid
GS10,GS10G-082419,Superior,Garden Soil,2019-2020,,mg/kg,,42.53,42.53,Metalloid,9007.48,9007.48,Post-Transition Metal,165.98,165.98,Alkaline Earth Metal,0.50,0.50,Alkaline Earth Metal,1.59,1.59,Transitional Metal,17.77,17.77,Transitional Metal,769.90,769.90,Transitional Metal,15.74,15.74,Transitional Metal,149.91,149.91,Post-Transition Metal,525.02,525.02,Transitional Metal,850.39,850.39,Transitional Metal,"33.29,-111.11",centroid
GS11,GS11Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,41.44,41.44,Metalloid,8932.45,8932.45,Post-Transition Metal,138.86,138.86,Alkaline Earth Metal,0.76,0.76,Alkaline Earth Metal,2.94,2.94,Transitional Metal,16.15,16.15,Transitional Metal,3378.80,3378.80,Transitional Metal,24.03,24.03,Transitional Metal,625.01,625.01,Post-Transition Metal,1176.51,1176.51,Transitional Metal,1348.01,1348.01,Transitional Metal,"33.28,-111.08",centroid
GS13,GS13Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,15.83,15.83,Metalloid,8730.99,8730.99,Post-Transition Metal,126.39,126.39,Alkaline Earth Metal,0.54,0.54,Alkaline Earth Metal,1.89,1.89,Transitional Metal,21.04,21.04,Transitional Metal,1127.26,1127.26,Transitional Metal,24.49,24.49,Transitional Metal,94.86,94.86,Post-Transition Metal,387.67,387.67,Transitional Metal,209.30,209.30,Transitional Metal,"33.28,-111.11",centroid
GS13,GS13G-082419,Superior,Garden Soil,2019-2020,,mg/kg,,19.39,19.39,Metalloid,8239.20,8239.20,Post-Transition Metal,124.93,124.93,Alkaline Earth Metal,0.51,0.51,Alkaline Earth Metal,1.08,1.08,Transitional Metal,28.26,28.26,Transitional Metal,993.10,993.10,Transitional Metal,25.19,25.19,Transitional Metal,100.49,100.49,Post-Transition Metal,352.60,352.60,Transitional Metal,246.40,246.40,Transitional Metal,"33.28,-111.11",centroid
GS14,GS14Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,20.30,20.30,Metalloid,8660.69,8660.69,Post-Transition Metal,144.05,144.05,Alkaline Earth Metal,0.55,0.55,Alkaline Earth Metal,1.84,1.84,Transitional Metal,27.99,27.99,Transitional Metal,561.94,561.94,Transitional Metal,20.87,20.87,Transitional Metal,100.57,100.57,Post-Transition Metal,464.83,464.83,Transitional Metal,634.31,634.31,Transitional Metal,"33.29,-111.10",centroid
GS14,GS14G-082419,Superior,Garden Soil,2019-2020,,mg/kg,,32.59,32.59,Metalloid,9960.23,9960.23,Post-Transition Metal,142.32,142.32,Alkaline Earth Metal,0.38,0.38,Alkaline Earth Metal,1.99,1.99,Transitional Metal,26.51,26.51,Transitional Metal,766.25,766.25,Transitional Metal,28.45,28.45,Transitional Metal,159.70,159.70,Post-Transition Metal,559.68,559.68,Transitional Metal,743.08,743.08,Transitional Metal,"33.29,-111.10",centroid
GS11,GS11G-082419,Superior,Garden Soil,2019-2020,,mg/kg,,40.71,40.71,Metalloid,8153.35,8153.35,Post-Transition Metal,144.34,144.34,Alkaline Earth Metal,0.78,0.78,Alkaline Earth Metal,3.57,3.57,Transitional Metal,19.87,19.87,Transitional Metal,4112.53,4112.53,Transitional Metal,25.25,25.25,Transitional Metal,124.21,124.21,Post-Transition Metal,1394.99,1394.99,Transitional Metal,1523.93,1523.93,Transitional Metal,"33.28,-111.08",centroid
GS17,GS17Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,34.82,34.82,Metalloid,6486.29,6486.29,Post-Transition Metal,105.95,105.95,Alkaline Earth Metal,0.41,0.41,Alkaline Earth Metal,1.36,1.36,Transitional Metal,15.81,15.81,Transitional Metal,415.18,415.18,Transitional Metal,18.84,18.84,Transitional Metal,135.46,135.46,Post-Transition Metal,309.05,309.05,Transitional Metal,1047.45,1047.45,Transitional Metal,"33.29,-111.10",centroid
GS18,GS18Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,67.99,67.99,Metalloid,9860.67,9860.67,Post-Transition Metal,186.18,186.18,Alkaline Earth Metal,0.43,0.43,Alkaline Earth Metal,2.57,2.57,Transitional Metal,22.03,22.03,Transitional Metal,1291.74,1291.74,Transitional Metal,19.02,19.02,Transitional Metal,145.28,145.28,Post-Transition Metal,514.15,514.15,Transitional Metal,2450.55,2450.55,Transitional Metal,"33.29,-111.11",centroid
GS19,GS19Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,29.53,29.53,Metalloid,8193.65,8193.65,Post-Transition Metal,131.52,131.52,Alkaline Earth Metal,0.37,0.37,Alkaline Earth Metal,1.18,1.18,Transitional Metal,20.24,20.24,Transitional Metal,536.59,536.59,Transitional Metal,20.27,20.27,Transitional Metal,105.89,105.89,Post-Transition Metal,329.86,329.86,Transitional Metal,508.27,508.27,Transitional Metal,"33.29,-111.11",centroid
GS20,GS20Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,30.73,30.73,Metalloid,6778.38,6778.38,Post-Transition Metal,158.18,158.18,Alkaline Earth Metal,0.42,0.42,Alkaline Earth Metal,1.40,1.40,Transitional Metal,25.48,25.48,Transitional Metal,909.99,909.99,Transitional Metal,17.11,17.11,Transitional Metal,112.04,112.04,Post-Transition Metal,422.73,422.73,Transitional Metal,611.51,611.51,Transitional Metal,"33.29,-111.11",centroid
GS25,GS25Y-082419,Superior,Yard Soil,2019-2020,,mg/kg,,23.34,23.34,Metalloid,7172.79,7172.79,Post-Transition Metal,140.24,140.24,Alkaline Earth Metal,0.47,0.47,Alkaline Earth Metal,0.83,0.83,Transitional Metal,22.11,22.11,Transitional Metal,1054.95,1054.95,Transitional Metal,17.15,17.15,Transitional Metal,74.71,74.71,Post-Transition Metal,267.49,267.49,Transitional Metal,209.20,209.20,Transitional Metal,"33.28,-111.08",centroid
